"account_id","customer_id","tenure_months","num_referrals","has_internet_service","internet_type","has_unlimited_data","has_phone_service","has_multiple_lines","has_premium_tech_support","has_online_security","has_online_backup","has_device_protection","contract_type","paperless_billing","payment_method"
"VOPS-MPWUJ","6204-IEUXJ",3,0,"Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","Month-to-Month","No","Credit Card"
"VORJ-LNSNP","6347-DCUIK",10,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Credit Card"
"VOSE-ZAOIL","1635-HDGFT",19,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"VOUG-JSKTT","3748-FVMZZ",4,0,"Yes","DSL","Yes","No","No","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VOVJ-DEOJD","6646-QVXLR",62,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","One Year","Yes","Bank Withdrawal"
"VOXB-TZBMJ","2207-RYYRL",52,6,"No","None","No","Yes","Yes","No","No","No","No","Two Year","No","Credit Card"
"VOZG-XAHIN","5879-SESNB",11,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"VPAY-PSVRO","6016-NXBNJ",35,0,"No","None","No","Yes","No","No","No","No","No","One Year","Yes","Credit Card"
"VPCD-MYYMA","2640-LYMOV",2,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"VPHH-RLTCK","6061-GWWAV",41,0,"Yes","Cable","Yes","Yes","No","No","Yes","Yes","Yes","One Year","No","Credit Card"
"VPIM-EXMJC","4632-XJMEX",53,0,"Yes","Cable","Yes","Yes","No","Yes","Yes","Yes","No","One Year","No","Credit Card"
"VPWB-YFKWN","3389-YGYAI",8,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"VPXV-EOQDB","3179-GBRWV",21,5,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","No","One Year","Yes","Bank Withdrawal"
"VPYG-UFFZC","6979-ZNSFF",8,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VQIN-HEKBO","1670-SVOWZ",14,1,"Yes","Fiber Optic","No","Yes","No","Yes","No","Yes","No","Month-to-Month","Yes","Credit Card"
"VQJW-OMEPP","3654-ARMGP",61,0,"Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Yes","Two Year","No","Credit Card"
"VQNJ-SSTIS","5140-FOMCQ",59,7,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","Yes","One Year","Yes","Credit Card"
"VQOQ-MVEAE","8957-THMOA",50,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"VQPA-PTOYK","7078-NVFAM",32,3,"Yes","Cable","Yes","No","No","No","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"VQPX-MXIRD","5816-QVHRX",37,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","Month-to-Month","No","Credit Card"
"VQYD-TCCGV","6705-LNMDD",20,0,"Yes","DSL","Yes","Yes","No","Yes","No","No","No","Month-to-Month","No","Credit Card"
"VRHS-WNMAE","6591-QGOYB",17,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"VRHU-NVAAL","1929-ZCBHE",47,7,"Yes","DSL","Yes","No","No","Yes","Yes","No","Yes","One Year","No","Bank Withdrawal"
"VRKI-HUOPL","8263-QMNTJ",72,2,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"VRNO-BMJQX","9906-NHHVC",65,0,"Yes","Cable","Yes","No","No","No","No","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"VROS-CIJGJ","2773-OVBPK",67,1,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"VRQH-RLSOM","7134-MJPDY",66,0,"Yes","Fiber Optic","No","Yes","Yes","Yes","No","No","Yes","One Year","Yes","Credit Card"
"VRQT-UBXNB","1194-SPVSP",1,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"VRQW-FQQMA","0221-NAUXK",10,0,"No","None","No","Yes","No","No","No","No","No","One Year","Yes","Bank Withdrawal"
"VRSU-NROBY","2458-EOMRE",11,0,"Yes","DSL","No","Yes","No","No","Yes","No","Yes","Month-to-Month","No","Bank Withdrawal"
"VRSY-BOHUA","1096-ADRUX",66,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","One Year","Yes","Bank Withdrawal"
"VRTY-APKMW","1936-CZAKF",49,8,"Yes","Cable","Yes","No","No","No","No","Yes","No","Two Year","No","Credit Card"
"VRVK-UXVUH","9477-LGWQI",70,10,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","Yes","Two Year","Yes","Credit Card"
"VSNG-FECTN","8295-FHIVV",7,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"VSOM-PFLJM","8905-IAZPF",69,4,"Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","No","One Year","Yes","Credit Card"
"VSPX-DLBHZ","8709-KRDVL",33,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"VSQR-NMFQC","5236-XMZJY",42,0,"Yes","Cable","Yes","Yes","No","No","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal"
"VSTC-ZZHRZ","6437-UKHMV",7,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VSTJ-IULSI","1194-BHJYC",61,1,"Yes","DSL","Yes","No","No","Yes","Yes","No","Yes","Two Year","Yes","Credit Card"
"VSZV-QCBIY","9560-ARGQJ",16,0,"Yes","Fiber Optic","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VTFI-TIOOT","6711-FLDFB",7,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VTIW-LVMUI","3178-FESZO",1,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Credit Card"
"VTKZ-DEEMS","8083-YTZES",4,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VTOK-KYBMR","2519-ERQOJ",33,0,"Yes","Cable","Yes","No","No","Yes","No","No","Yes","One Year","Yes","Bank Withdrawal"
"VTPV-HKTCC","2293-IJWPS",57,5,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","One Year","Yes","Credit Card"
"VTQK-MAHTC","8118-TJAFG",9,1,"Yes","Fiber Optic","Yes","Yes","No","Yes","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"VTUV-NBJEM","9799-CAYJJ",2,1,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Two Year","Yes","Bank Withdrawal"
"VUBP-METKK","7753-USQYQ",55,0,"Yes","Cable","No","Yes","No","Yes","No","Yes","No","One Year","Yes","Bank Withdrawal"
"VUDA-AUKVK","3472-OAOOR",19,3,"Yes","Cable","Yes","No","No","No","Yes","Yes","No","Month-to-Month","Yes","Credit Card"
"VUDY-XCFRW","4797-AXPXK",1,0,"Yes","DSL","No","Yes","No","Yes","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"VUEG-XUIEH","4719-UMSIY",6,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Mailed Check"
"VUGJ-UXWYT","9348-ROUAI",59,5,"Yes","Cable","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Credit Card"
"VUJU-UHSSG","5740-YHGTW",70,8,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","No","Month-to-Month","Yes","Credit Card"
"VULQ-VILZZ","8400-WZICQ",55,9,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","No","Month-to-Month","No","Bank Withdrawal"
"VULY-NJOGP","6584-VQMYT",27,0,"Yes","DSL","No","Yes","No","No","Yes","Yes","No","One Year","No","Credit Card"
"VUOF-RKJAP","6439-GTPCA",45,0,"Yes","Cable","Yes","Yes","Yes","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"VURD-YCRJZ","7519-JTWQH",69,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"VUWE-ZGNGL","0666-UXTJO",34,4,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card"
"VUWS-NAWEW","4549-ZDQYY",52,0,"Yes","DSL","Yes","Yes","No","Yes","Yes","No","Yes","One Year","No","Credit Card"
"VVAP-IFMLI","6586-PSJOX",15,0,"Yes","DSL","No","Yes","No","Yes","No","No","Yes","One Year","No","Credit Card"
"VVBD-JNASN","1122-JWTJW",1,1,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"VVGK-QBBSJ","4128-ETESU",47,3,"Yes","Fiber Optic","No","Yes","Yes","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal"
"VVHA-HCWRZ","0247-SLUJI",1,2,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"VVKU-FPZZF","2057-ZBLPD",21,3,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VVLC-VJLUH","2546-KZAAT",52,9,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","No","One Year","Yes","Credit Card"
"VVLH-DJILF","5651-CPDND",10,0,"Yes","DSL","Yes","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"VVLQ-OYTFR","8265-HKSOW",72,1,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Credit Card"
"VVLT-NLNUQ","3623-FQBOX",21,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"VVSB-OCRBU","8374-XGEJJ",43,8,"Yes","Fiber Optic","No","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"VVTO-AENNH","7080-TNUWP",70,5,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","One Year","Yes","Bank Withdrawal"
"VVTQ-UUOTY","5982-PSMKW",23,1,"Yes","Cable","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card"
"VWES-HMEQV","4282-YMKNA",9,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VWIC-MKSVZ","6922-NCEDI",56,0,"No","None","No","Yes","No","No","No","No","No","One Year","Yes","Mailed Check"
"VWMR-HZABU","1492-QGCLU",53,5,"Yes","Cable","Yes","Yes","Yes","Yes","Yes","No","Yes","Month-to-Month","No","Bank Withdrawal"
"VWOA-LPPEY","4012-YCFAI",60,5,"Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","No","Two Year","Yes","Credit Card"
"VWRH-TFITH","9313-CDOGY",38,3,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"VWSG-UDKLA","5756-JYOJT",11,0,"Yes","Cable","Yes","Yes","No","Yes","No","No","Yes","One Year","No","Credit Card"
"VWVQ-KNXPC","2085-JVGAD",37,3,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"VWZE-DXTGD","3376-BMGFE",4,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VXBG-MMUPW","0761-AETCS",1,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"VXDC-ADYVA","7277-OZCGZ",22,0,"Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VXHJ-PGLBF","0188-GWFLE",2,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"VXLL-EEHTP","1666-JZPZT",27,0,"Yes","Cable","Yes","Yes","Yes","No","No","No","No","Month-to-Month","No","Mailed Check"
"VXRS-OQAIK","1934-MKPXS",33,3,"No","None","No","Yes","No","No","No","No","No","One Year","No","Credit Card"
"VXSN-IFZJV","6341-JVQGF",31,2,"Yes","DSL","Yes","Yes","No","Yes","Yes","No","Yes","One Year","Yes","Mailed Check"
"VYJS-BSIOO","7233-IOQNP",43,9,"Yes","Cable","Yes","No","No","Yes","Yes","No","No","Month-to-Month","No","Bank Withdrawal"
"VYRA-MADFH","1866-DIOQZ",71,10,"Yes","Cable","Yes","No","No","Yes","Yes","Yes","Yes","One Year","No","Bank Withdrawal"
"VYSQ-ZZZRT","4824-GUCBY",22,0,"Yes","Fiber Optic","Yes","Yes","No","No","Yes","Yes","No","One Year","No","Bank Withdrawal"
"VYVI-PYCGD","4530-NDRKU",42,4,"No","None","No","Yes","No","No","No","No","No","One Year","Yes","Bank Withdrawal"
"VYWV-PPPKA","6519-CFDBX",2,0,"Yes","Cable","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VYXY-VAIRR","0447-RXSGD",24,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"VYZH-AABJS","9190-MFJLN",19,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card"
"VZAR-AFFPZ","7968-QUXNS",6,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Mailed Check"
"VZBI-CINBJ","4495-LHSSK",18,0,"Yes","DSL","Yes","Yes","Yes","No","Yes","No","No","Month-to-Month","No","Credit Card"
"VZCE-VETOO","2985-JUUBZ",40,5,"Yes","DSL","Yes","Yes","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"VZCH-AGDMA","2273-QCKXA",1,0,"Yes","Cable","Yes","Yes","No","Yes","No","No","No","Month-to-Month","No","Credit Card"
"VZDT-TDBNG","0323-XWWTN",3,0,"No","None","No","Yes","Yes","No","No","No","No","Two Year","Yes","Credit Card"
"VZEU-EUZLG","7026-YMSBE",30,0,"No","None","No","Yes","No","No","No","No","No","One Year","No","Mailed Check"
"VZFG-MTAJL","6551-GNYDG",14,7,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VZOP-SAMEF","4806-KEXQR",4,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VZOV-YJPGR","2829-HYVZP",29,0,"No","None","No","Yes","No","No","No","No","No","One Year","Yes","Credit Card"
"VZPZ-QYYSG","8734-FNWVH",31,6,"Yes","DSL","Yes","Yes","Yes","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"VZRR-MPSLQ","4355-CVPVS",56,4,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","One Year","No","Bank Withdrawal"
"VZRV-LEHZU","7625-XCQRH",11,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"VZSA-YPMYD","8548-AWOFC",66,4,"Yes","DSL","Yes","Yes","Yes","Yes","No","No","No","Month-to-Month","No","Bank Withdrawal"
"VZUP-DUJEX","5707-ZMDJP",53,3,"Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","No","Two Year","Yes","Credit Card"
"WAGE-YVPCT","5393-HJZSM",32,1,"Yes","Cable","Yes","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal"
"WAGL-NKEUO","1724-IQWNM",1,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"WALJ-FFNXU","6818-WOBHJ",68,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"WAWD-IXGTH","8715-KKTFG",61,6,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","Yes","One Year","Yes","Bank Withdrawal"
"WAWG-CHCOK","4065-JJAVA",1,0,"Yes","DSL","No","Yes","No","No","No","Yes","No","Month-to-Month","No","Bank Withdrawal"
"WAXV-ALNOM","6633-MPWBS",5,0,"Yes","DSL","Yes","Yes","No","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"WAYP-YLORL","9572-WUKSB",3,5,"Yes","DSL","Yes","No","No","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"WBEK-BCZPZ","3640-PHQXK",31,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"WBEZ-ZCQVF","7244-KXYZN",24,0,"No","None","No","Yes","No","No","No","No","No","One Year","No","Credit Card"
"WBIM-NIWAZ","6692-UDPJC",14,1,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"WBJU-LDOXA","1475-VWVDO",7,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"WBMM-VQNMC","0455-XFASS",3,3,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"WBMS-RDIGZ","9591-YVTEB",55,0,"Yes","DSL","Yes","No","No","No","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"WBOE-PLZRS","1137-DGOWI",30,7,"Yes","DSL","Yes","Yes","No","Yes","No","Yes","Yes","One Year","No","Bank Withdrawal"
"WBRR-FNPDO","2577-GVSIL",35,10,"Yes","DSL","Yes","Yes","Yes","Yes","No","No","No","One Year","Yes","Bank Withdrawal"
"WBWL-CROAM","1465-VINDH",10,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Month-to-Month","Yes","Credit Card"
"WBZQ-CNPBJ","0812-WUPTB",1,1,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"WCAM-CQZHF","5044-LRQAQ",7,8,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"WCBN-PNZUX","4853-OITSN",5,8,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"WCEW-YATLU","4032-RMHCI",41,1,"Yes","Cable","Yes","No","No","No","Yes","No","Yes","One Year","No","Credit Card"
"WCEZ-VHGUA","0147-ESWWR",39,9,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"WCFK-ANDWQ","2359-KMGLI",24,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"WCGS-UNNXD","7971-HLVXI",72,4,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Two Year","Yes","Credit Card"
"WCMP-QXJNO","5966-EMAZU",64,1,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","No","Yes","One Year","Yes","Credit Card"
"WCNS-DXDUJ","0297-RBCSG",19,0,"Yes","DSL","No","Yes","No","Yes","No","Yes","No","One Year","Yes","Bank Withdrawal"
"WCQW-MYPNQ","5304-EFJLP",72,4,"Yes","Fiber Optic","No","Yes","Yes","Yes","No","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"WCVE-ISMZB","3191-CSNMG",3,5,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"WCWP-CAVEW","4195-PNGZS",69,1,"No","None","No","Yes","Yes","No","No","No","No","Two Year","No","Bank Withdrawal"
"WDHB-WZOLZ","9172-ANCRX",10,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"WDIB-STUGX","7153-CHRBV",57,6,"Yes","Cable","Yes","Yes","No","Yes","Yes","No","Yes","One Year","Yes","Credit Card"
"WDKG-RQQBJ","4946-EDSEW",11,1,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"WDKL-CSAWC","1237-WIYYZ",18,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"WDLA-TQDNU","1942-OQFRW",1,0,"Yes","DSL","Yes","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"WDOP-ZKYTM","7925-PNRGI",45,9,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-Month","No","Credit Card"
"WDOX-XIOZV","6556-DBKZF",71,6,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","Yes","Two Year","No","Bank Withdrawal"
"WDPN-ZQPMD","7601-WFVZV",1,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"WDQL-XDMNV","3671-SHRSP",4,1,"Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","Month-to-Month","Yes","Mailed Check"
"WDUX-UHYRV","4462-CYWMH",62,7,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"WDVU-YZJDT","7105-MXJLL",26,2,"Yes","Cable","Yes","Yes","No","No","No","No","Yes","One Year","No","Credit Card"
"WDXI-TWEHX","1839-UMACK",42,0,"No","None","No","Yes","Yes","No","No","No","No","One Year","No","Bank Withdrawal"
"WDYY-FBZCO","3508-VLHCZ",71,10,"Yes","Cable","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card"
"WECP-QXRPE","1178-PZGAB",19,0,"No","None","No","Yes","No","No","No","No","No","One Year","No","Credit Card"
"WEID-VNMAI","0634-SZPQA",23,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"WEPH-KNXOG","0536-ESJEP",54,8,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","No","Two Year","Yes","Bank Withdrawal"
"WEPW-SKTNK","6569-KTMDU",1,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Mailed Check"
"WEQO-NPHVA","1460-UZPRJ",60,7,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"WEWU-NNICK","9046-JBFWA",27,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"WEXH-CYMUG","5732-IKGQH",52,5,"Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","No","Yes","One Year","Yes","Bank Withdrawal"
"WEZE-CJNKT","2430-RRYUW",66,0,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","No","One Year","Yes","Mailed Check"
"WFBP-DFWTZ","8785-EPNCG",11,0,"No","None","No","Yes","Yes","No","No","No","No","Month-to-Month","No","Credit Card"
"WFCF-IJYRB","2332-TODQS",48,0,"No","None","No","Yes","Yes","No","No","No","No","One Year","No","Credit Card"
"WFCT-CLYCC","4589-IUAJB",70,1,"No","None","No","Yes","Yes","No","No","No","No","Two Year","No","Bank Withdrawal"
"WFDX-VWBYR","5976-JCJRH",10,1,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"WFMH-ZYAYT","3617-XLSGQ",66,2,"Yes","Fiber Optic","No","Yes","Yes","No","Yes","Yes","Yes","Two Year","No","Bank Withdrawal"
"WFOA-HCTKE","6379-RXJRQ",10,1,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"WFOL-QNNMR","6996-KNSML",1,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"WFPR-ROVWO","5294-IMHHT",53,6,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","No","One Year","No","Bank Withdrawal"
"WFSJ-XQKMZ","7598-UAASY",2,1,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal"
"WFXD-BJCHM","8756-RDDLT",68,0,"Yes","Cable","Yes","No","No","Yes","No","Yes","No","Month-to-Month","No","Bank Withdrawal"
"WFZS-TKDWQ","7321-KKSDU",32,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"WGAG-USQJK","3392-EHMNK",67,1,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","No","Two Year","No","Credit Card"
"WGAO-UNTSJ","3205-MXZRA",26,0,"Yes","DSL","Yes","Yes","No","Yes","No","No","No","One Year","No","Credit Card"
"WGFJ-OPGCS","8016-ZMGMO",66,0,"Yes","Cable","Yes","Yes","Yes","No","No","Yes","Yes","One Year","Yes","Bank Withdrawal"
"WGHS-SZCWZ","5222-JCXZT",4,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Mailed Check"
"WGOR-TYXQW","9518-XXBXE",10,7,"Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","No","Two Year","No","Bank Withdrawal"
"WGWW-KMFHH","6723-WSNTY",66,3,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","Yes","One Year","Yes","Credit Card"
"WHAR-AGOSD","3258-ZKPAI",72,7,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"WHCW-IHTGT","1574-DYCWE",51,10,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"WHEX-CCCVD","6994-KERXL",4,0,"Yes","DSL","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"WHJZ-BCPRF","2694-CIUMO",12,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","Month-to-Month","Yes","Credit Card"
"WHLE-LMEDH","1215-EXRMO",50,4,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"WHPL-CYJOZ","2049-BAFNW",1,0,"Yes","DSL","Yes","No","No","Yes","No","No","Yes","Month-to-Month","No","Credit Card"
"WHPY-RJMAO","9708-KFDBY",1,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"WHRW-TKGLZ","5934-TSSAU",23,6,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card"
"WHVT-ROWGV","3847-BAERP",10,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"WHWB-NINYK","0578-SKVMF",22,4,"Yes","Cable","Yes","Yes","No","No","No","Yes","No","Month-to-Month","No","Bank Withdrawal"
"WHZF-GTXGX","4210-QFJMF",4,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"WIAJ-OVOFV","8200-KLNYW",21,7,"Yes","DSL","No","Yes","No","Yes","Yes","No","Yes","One Year","No","Credit Card"
"WICK-TUJOK","5117-ZSMHQ",71,9,"Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal"
"WIDP-LEPKO","1925-LFCZZ",55,0,"Yes","DSL","Yes","No","No","No","No","No","Yes","One Year","Yes","Bank Withdrawal"
